lcl|PEKT02000007.1_mrna_1	B9J08_002585
lcl|PEKT02000010.1_mrna_1827	B9J08_005206
lcl|PEKT02000010.1_mrna_1828	B9J08_005207
lcl|PEKT02000010.1_mrna_1829	B9J08_005208
lcl|PEKT02000010.1_mrna_1830	B9J08_005209
lcl|PEKT02000010.1_mrna_1831	B9J08_005210
lcl|PEKT02000010.1_mrna_1832	B9J08_005211
lcl|PEKT02000010.1_mrna_1833	B9J08_005212
lcl|PEKT02000010.1_mrna_1834	B9J08_005213
lcl|PEKT02000010.1_mrna_1835	B9J08_005214
lcl|PEKT02000010.1_mrna_1836	B9J08_005215
lcl|PEKT02000010.1_mrna_1837	B9J08_005216
lcl|PEKT02000010.1_mrna_1838	B9J08_005217
lcl|PEKT02000010.1_mrna_1839	B9J08_005218
lcl|PEKT02000010.1_mrna_1840	B9J08_005219
lcl|PEKT02000010.1_mrna_1841	B9J08_005220
lcl|PEKT02000010.1_mrna_1842	B9J08_005221
lcl|PEKT02000010.1_mrna_1843	B9J08_005222
lcl|PEKT02000010.1_mrna_1844	B9J08_005223
lcl|PEKT02000010.1_mrna_1845	B9J08_005224
lcl|PEKT02000010.1_mrna_1846	B9J08_005225
lcl|PEKT02000010.1_mrna_1847	B9J08_005226
lcl|PEKT02000010.1_mrna_1848	B9J08_005227
lcl|PEKT02000010.1_mrna_1849	B9J08_005228
lcl|PEKT02000010.1_mrna_1850	B9J08_005229
lcl|PEKT02000010.1_mrna_1851	B9J08_005230
lcl|PEKT02000010.1_mrna_1852	B9J08_005231
lcl|PEKT02000010.1_mrna_1853	B9J08_005232
lcl|PEKT02000010.1_mrna_1854	B9J08_005233
lcl|PEKT02000010.1_mrna_1855	B9J08_005234
lcl|PEKT02000010.1_mrna_1856	B9J08_005235
lcl|PEKT02000010.1_mrna_1857	B9J08_005236
lcl|PEKT02000010.1_mrna_1858	B9J08_005237
lcl|PEKT02000010.1_mrna_1859	B9J08_005238
lcl|PEKT02000010.1_mrna_1860	B9J08_005239
lcl|PEKT02000010.1_mrna_1861	B9J08_005240
lcl|PEKT02000010.1_mrna_1862	B9J08_005241
lcl|PEKT02000010.1_mrna_1863	B9J08_005242
lcl|PEKT02000010.1_mrna_1864	B9J08_005243
lcl|PEKT02000010.1_mrna_1865	B9J08_005244
lcl|PEKT02000010.1_mrna_1866	B9J08_005245
lcl|PEKT02000010.1_mrna_1867	B9J08_005246
lcl|PEKT02000010.1_mrna_1868	B9J08_005247
lcl|PEKT02000010.1_mrna_1869	B9J08_005248
lcl|PEKT02000010.1_mrna_1870	B9J08_005249
lcl|PEKT02000010.1_mrna_1871	B9J08_005250
lcl|PEKT02000010.1_mrna_1872	B9J08_005251
lcl|PEKT02000010.1_mrna_1873	B9J08_005252
lcl|PEKT02000010.1_mrna_1874	B9J08_005253
lcl|PEKT02000010.1_trna_1875	B9J08_005254
lcl|PEKT02000010.1_mrna_1876	B9J08_005255
lcl|PEKT02000010.1_mrna_1877	B9J08_005256
lcl|PEKT02000010.1_mrna_1878	B9J08_005257
lcl|PEKT02000010.1_mrna_1879	B9J08_005258
lcl|PEKT02000010.1_mrna_1880	B9J08_005259
lcl|PEKT02000010.1_mrna_1881	B9J08_005260
lcl|PEKT02000010.1_mrna_1882	B9J08_005261
lcl|PEKT02000010.1_mrna_1883	B9J08_005262
lcl|PEKT02000010.1_mrna_1884	B9J08_005263
lcl|PEKT02000010.1_mrna_1885	B9J08_005264
lcl|PEKT02000010.1_mrna_1886	B9J08_005265
lcl|PEKT02000010.1_mrna_1887	B9J08_005266
lcl|PEKT02000010.1_mrna_1888	B9J08_005267
lcl|PEKT02000010.1_mrna_1889	B9J08_005268
lcl|PEKT02000010.1_mrna_1890	B9J08_005269
lcl|PEKT02000010.1_mrna_1891	B9J08_005270
lcl|PEKT02000010.1_mrna_1892	B9J08_005271
lcl|PEKT02000010.1_mrna_1893	B9J08_005272
lcl|PEKT02000010.1_mrna_1894	B9J08_005273
lcl|PEKT02000010.1_mrna_1895	B9J08_005274
lcl|PEKT02000010.1_mrna_1896	B9J08_005275
lcl|PEKT02000010.1_trna_1897	B9J08_005276
lcl|PEKT02000010.1_mrna_1898	B9J08_005277
lcl|PEKT02000010.1_mrna_1899	B9J08_005278
lcl|PEKT02000010.1_mrna_1900	B9J08_005279
lcl|PEKT02000010.1_mrna_1901	B9J08_005280
lcl|PEKT02000010.1_mrna_1902	B9J08_005281
lcl|PEKT02000010.1_mrna_1903	B9J08_005282
lcl|PEKT02000010.1_mrna_1904	B9J08_005283
lcl|PEKT02000010.1_mrna_1905	B9J08_005284
lcl|PEKT02000010.1_mrna_1906	B9J08_005285
lcl|PEKT02000010.1_trna_1907	B9J08_005286
lcl|PEKT02000010.1_mrna_1908	B9J08_005287
lcl|PEKT02000010.1_mrna_1909	B9J08_005288
lcl|PEKT02000010.1_mrna_1910	B9J08_005289
lcl|PEKT02000010.1_trna_1911	B9J08_005290
lcl|PEKT02000010.1_mrna_1912	B9J08_005291
lcl|PEKT02000010.1_mrna_1913	B9J08_005292
lcl|PEKT02000010.1_mrna_1914	B9J08_005293
lcl|PEKT02000010.1_mrna_1915	B9J08_005294
lcl|PEKT02000010.1_mrna_1916	B9J08_005295
lcl|PEKT02000010.1_mrna_1917	B9J08_005296
lcl|PEKT02000010.1_mrna_1918	B9J08_005297
lcl|PEKT02000010.1_mrna_1919	B9J08_005298
lcl|PEKT02000010.1_mrna_1920	B9J08_005299
lcl|PEKT02000010.1_mrna_1921	B9J08_005300
lcl|PEKT02000010.1_mrna_1922	B9J08_005301
lcl|PEKT02000010.1_mrna_1923	B9J08_005302
lcl|PEKT02000010.1_mrna_1924	B9J08_005303
lcl|PEKT02000010.1_mrna_1925	B9J08_005304
lcl|PEKT02000010.1_mrna_1926	B9J08_005305
lcl|PEKT02000010.1_mrna_1927	B9J08_005306
lcl|PEKT02000010.1_mrna_1928	B9J08_005307
lcl|PEKT02000010.1_mrna_1929	B9J08_005308
lcl|PEKT02000010.1_mrna_1930	B9J08_005309
lcl|PEKT02000010.1_mrna_1931	B9J08_005310
lcl|PEKT02000010.1_mrna_1932	B9J08_005311
lcl|PEKT02000010.1_mrna_1933	B9J08_005312
lcl|PEKT02000010.1_mrna_1934	B9J08_005313
lcl|PEKT02000010.1_mrna_1935	B9J08_005314
lcl|PEKT02000010.1_mrna_1936	B9J08_005315
lcl|PEKT02000010.1_trna_1937	B9J08_005316
lcl|PEKT02000010.1_mrna_1938	B9J08_005317
lcl|PEKT02000010.1_trna_1939	B9J08_005318
lcl|PEKT02000010.1_mrna_1940	B9J08_005319
lcl|PEKT02000010.1_mrna_1941	B9J08_005320
lcl|PEKT02000010.1_mrna_1942	B9J08_005321
lcl|PEKT02000010.1_mrna_1943	B9J08_005322
lcl|PEKT02000010.1_mrna_1944	B9J08_005323
lcl|PEKT02000010.1_mrna_1945	B9J08_005324
lcl|PEKT02000010.1_mrna_1946	B9J08_005325
lcl|PEKT02000010.1_mrna_1947	B9J08_005326
lcl|PEKT02000010.1_mrna_1948	B9J08_005327
lcl|PEKT02000010.1_mrna_1949	B9J08_005328
lcl|PEKT02000010.1_mrna_1950	B9J08_005329
lcl|PEKT02000010.1_mrna_1951	B9J08_005330
lcl|PEKT02000010.1_mrna_1952	B9J08_005331
lcl|PEKT02000010.1_mrna_1953	B9J08_005332
lcl|PEKT02000010.1_mrna_1954	B9J08_005333
lcl|PEKT02000010.1_mrna_1955	B9J08_005334
lcl|PEKT02000010.1_mrna_1956	B9J08_005335
lcl|PEKT02000010.1_mrna_1957	B9J08_005336
lcl|PEKT02000010.1_mrna_1958	B9J08_005337
lcl|PEKT02000010.1_mrna_1959	B9J08_005338
lcl|PEKT02000010.1_mrna_1960	B9J08_005339
lcl|PEKT02000010.1_mrna_1961	B9J08_005340
lcl|PEKT02000010.1_mrna_1962	B9J08_005341
lcl|PEKT02000010.1_trna_1963	B9J08_005342
lcl|PEKT02000010.1_mrna_1964	B9J08_005343
lcl|PEKT02000010.1_mrna_1965	B9J08_005344
lcl|PEKT02000010.1_mrna_1966	B9J08_005345
lcl|PEKT02000010.1_mrna_1967	B9J08_005346
lcl|PEKT02000010.1_mrna_1968	B9J08_005347
lcl|PEKT02000010.1_mrna_1969	B9J08_005348
lcl|PEKT02000010.1_mrna_1970	B9J08_005349
lcl|PEKT02000010.1_mrna_1971	B9J08_005350
lcl|PEKT02000010.1_mrna_1972	B9J08_005351
lcl|PEKT02000010.1_mrna_1973	B9J08_005352
lcl|PEKT02000010.1_mrna_1974	B9J08_005353
lcl|PEKT02000010.1_mrna_1975	B9J08_005354
lcl|PEKT02000010.1_mrna_1976	B9J08_005355
lcl|PEKT02000010.1_mrna_1977	B9J08_005356
lcl|PEKT02000010.1_mrna_1978	B9J08_005357
lcl|PEKT02000010.1_mrna_1979	B9J08_005358
lcl|PEKT02000010.1_mrna_1980	B9J08_005359
lcl|PEKT02000010.1_mrna_1981	B9J08_005360
lcl|PEKT02000010.1_mrna_1982	B9J08_005361
lcl|PEKT02000010.1_mrna_1983	B9J08_005362
lcl|PEKT02000010.1_mrna_1984	B9J08_005363
lcl|PEKT02000010.1_mrna_1985	B9J08_005364
lcl|PEKT02000010.1_mrna_1986	B9J08_005365
lcl|PEKT02000010.1_mrna_1987	B9J08_005366
lcl|PEKT02000010.1_mrna_1988	B9J08_005367
lcl|PEKT02000010.1_mrna_1989	B9J08_005368
lcl|PEKT02000010.1_mrna_1990	B9J08_005369
lcl|PEKT02000010.1_mrna_1991	B9J08_005370
lcl|PEKT02000010.1_mrna_1992	B9J08_005371
lcl|PEKT02000010.1_mrna_1993	B9J08_005372
lcl|PEKT02000010.1_mrna_1994	B9J08_005373
lcl|PEKT02000010.1_trna_1995	B9J08_005374
lcl|PEKT02000010.1_mrna_1996	B9J08_005375
lcl|PEKT02000010.1_mrna_1997	B9J08_005376
lcl|PEKT02000010.1_mrna_1998	B9J08_005377
lcl|PEKT02000010.1_mrna_1999	B9J08_005378
lcl|PEKT02000010.1_mrna_2000	B9J08_005379
lcl|PEKT02000010.1_mrna_2001	B9J08_005380
lcl|PEKT02000010.1_mrna_2002	B9J08_005381
lcl|PEKT02000010.1_mrna_2003	B9J08_005382
lcl|PEKT02000010.1_mrna_2004	B9J08_005383
lcl|PEKT02000010.1_mrna_2005	B9J08_005384
lcl|PEKT02000010.1_mrna_2006	B9J08_005385
lcl|PEKT02000010.1_mrna_2007	B9J08_005386
lcl|PEKT02000010.1_mrna_2008	B9J08_005387
lcl|PEKT02000010.1_mrna_2009	B9J08_005388
lcl|PEKT02000010.1_mrna_2010	B9J08_005389
lcl|PEKT02000010.1_mrna_2011	B9J08_005390
lcl|PEKT02000010.1_mrna_2012	B9J08_005391
lcl|PEKT02000010.1_mrna_2013	B9J08_005392
lcl|PEKT02000010.1_mrna_2014	B9J08_005393
lcl|PEKT02000010.1_mrna_2015	B9J08_005394
lcl|PEKT02000010.1_mrna_2016	B9J08_005395
lcl|PEKT02000010.1_mrna_2017	B9J08_005396
lcl|PEKT02000010.1_mrna_2018	B9J08_005397
lcl|PEKT02000010.1_mrna_2019	B9J08_005398
lcl|PEKT02000010.1_mrna_2020	B9J08_005399
lcl|PEKT02000010.1_mrna_2021	B9J08_005400
lcl|PEKT02000010.1_mrna_2022	B9J08_005401
lcl|PEKT02000010.1_mrna_2023	B9J08_005402
lcl|PEKT02000010.1_mrna_2024	B9J08_005403
lcl|PEKT02000010.1_mrna_2025	B9J08_005404
lcl|PEKT02000010.1_mrna_2026	B9J08_005405
lcl|PEKT02000010.1_mrna_2027	B9J08_005406
lcl|PEKT02000010.1_mrna_2028	B9J08_005407
lcl|PEKT02000010.1_mrna_2029	B9J08_005408
lcl|PEKT02000010.1_mrna_2030	B9J08_005409
lcl|PEKT02000010.1_mrna_2031	B9J08_005410
lcl|PEKT02000010.1_mrna_2032	B9J08_005411
lcl|PEKT02000010.1_mrna_2033	B9J08_005412
lcl|PEKT02000010.1_mrna_2034	B9J08_005413
lcl|PEKT02000010.1_mrna_2035	B9J08_005414
lcl|PEKT02000010.1_mrna_2036	B9J08_005415
lcl|PEKT02000010.1_mrna_2037	B9J08_005416
lcl|PEKT02000010.1_mrna_2038	B9J08_005417
lcl|PEKT02000010.1_mrna_2039	B9J08_005418
lcl|PEKT02000010.1_mrna_2040	B9J08_005419
lcl|PEKT02000010.1_mrna_2041	B9J08_005420
lcl|PEKT02000010.1_mrna_2042	B9J08_005421
lcl|PEKT02000010.1_mrna_2043	B9J08_005422
lcl|PEKT02000010.1_mrna_2044	B9J08_005423
lcl|PEKT02000010.1_mrna_2045	B9J08_005424
lcl|PEKT02000010.1_mrna_2046	B9J08_005425
lcl|PEKT02000010.1_mrna_2047	B9J08_005426
lcl|PEKT02000010.1_mrna_2048	B9J08_005427
lcl|PEKT02000010.1_mrna_2049	B9J08_005428
lcl|PEKT02000010.1_mrna_2050	B9J08_005429
lcl|PEKT02000010.1_mrna_2051	B9J08_005430
lcl|PEKT02000010.1_mrna_2052	B9J08_005431
lcl|PEKT02000010.1_mrna_2053	B9J08_005432
lcl|PEKT02000010.1_mrna_2054	B9J08_005433
lcl|PEKT02000010.1_mrna_2055	B9J08_005434
lcl|PEKT02000010.1_mrna_2056	B9J08_005435
lcl|PEKT02000010.1_mrna_2057	B9J08_005436
lcl|PEKT02000010.1_mrna_2058	B9J08_005437
lcl|PEKT02000010.1_mrna_2059	B9J08_005438
lcl|PEKT02000010.1_mrna_2060	B9J08_005439
lcl|PEKT02000010.1_mrna_2061	B9J08_005440
lcl|PEKT02000010.1_mrna_2062	B9J08_005441
lcl|PEKT02000010.1_mrna_2063	B9J08_005442
lcl|PEKT02000010.1_mrna_2064	B9J08_005443
lcl|PEKT02000010.1_mrna_2065	B9J08_005444
lcl|PEKT02000010.1_mrna_2066	B9J08_005445
lcl|PEKT02000010.1_mrna_2067	B9J08_005446
lcl|PEKT02000010.1_mrna_2068	B9J08_005447
lcl|PEKT02000010.1_mrna_2069	B9J08_005449
lcl|PEKT02000010.1_mrna_2070	B9J08_005450
lcl|PEKT02000010.1_mrna_2071	B9J08_005451
lcl|PEKT02000010.1_mrna_2072	B9J08_005452
lcl|PEKT02000010.1_mrna_2073	B9J08_005453
lcl|PEKT02000010.1_mrna_2074	B9J08_005454
lcl|PEKT02000010.1_mrna_2075	B9J08_005455
lcl|PEKT02000010.1_mrna_2076	B9J08_005456
lcl|PEKT02000010.1_mrna_2077	B9J08_005457
lcl|PEKT02000010.1_mrna_2078	B9J08_005458
lcl|PEKT02000010.1_mrna_2079	B9J08_005459
lcl|PEKT02000010.1_mrna_2080	B9J08_005460
lcl|PEKT02000010.1_mrna_2081	B9J08_005461
lcl|PEKT02000010.1_mrna_2082	B9J08_005462
lcl|PEKT02000010.1_mrna_2083	B9J08_005463
lcl|PEKT02000010.1_mrna_2084	B9J08_005464
lcl|PEKT02000010.1_mrna_2085	B9J08_005465
lcl|PEKT02000010.1_trna_2086	B9J08_005466
lcl|PEKT02000010.1_mrna_2087	B9J08_005467
lcl|PEKT02000010.1_mrna_2088	B9J08_005468
lcl|PEKT02000010.1_mrna_2089	B9J08_005469
lcl|PEKT02000010.1_mrna_2090	B9J08_005470
lcl|PEKT02000010.1_mrna_2091	B9J08_005471
lcl|PEKT02000010.1_mrna_2092	B9J08_005472
lcl|PEKT02000010.1_mrna_2093	B9J08_005473
lcl|PEKT02000010.1_mrna_2094	B9J08_005474
lcl|PEKT02000010.1_trna_2095	B9J08_005475
lcl|PEKT02000010.1_mrna_2096	B9J08_005476
lcl|PEKT02000010.1_mrna_2097	B9J08_005477
lcl|PEKT02000010.1_mrna_2098	B9J08_005478
lcl|PEKT02000010.1_mrna_2099	B9J08_005479
lcl|PEKT02000010.1_mrna_2100	B9J08_005480
lcl|PEKT02000010.1_mrna_2101	B9J08_005481
lcl|PEKT02000010.1_mrna_2102	B9J08_005482
lcl|PEKT02000010.1_mrna_2103	B9J08_005483
lcl|PEKT02000010.1_mrna_2104	B9J08_005484
lcl|PEKT02000010.1_mrna_2105	B9J08_005485
lcl|PEKT02000010.1_mrna_2106	B9J08_005486
lcl|PEKT02000010.1_mrna_2107	B9J08_005487
lcl|PEKT02000010.1_mrna_2108	B9J08_005488
lcl|PEKT02000010.1_mrna_2109	B9J08_005489
lcl|PEKT02000010.1_mrna_2110	B9J08_005490
lcl|PEKT02000010.1_mrna_2111	B9J08_005491
lcl|PEKT02000010.1_mrna_2112	B9J08_005492
lcl|PEKT02000010.1_mrna_2113	B9J08_005493
lcl|PEKT02000010.1_mrna_2114	B9J08_005494
lcl|PEKT02000010.1_trna_2115	B9J08_005495
lcl|PEKT02000010.1_mrna_2116	B9J08_005496
lcl|PEKT02000010.1_mrna_2117	B9J08_005497
lcl|PEKT02000010.1_mrna_2118	B9J08_005498
lcl|PEKT02000010.1_mrna_2119	B9J08_005499
lcl|PEKT02000010.1_mrna_2120	B9J08_005500
lcl|PEKT02000010.1_mrna_2121	B9J08_005501
lcl|PEKT02000010.1_mrna_2122	B9J08_005502
lcl|PEKT02000010.1_mrna_2123	B9J08_005503
lcl|PEKT02000010.1_mrna_2124	B9J08_005504
lcl|PEKT02000010.1_mrna_2125	B9J08_005505
lcl|PEKT02000010.1_mrna_2126	B9J08_005506
lcl|PEKT02000010.1_mrna_2127	B9J08_005507
lcl|PEKT02000010.1_mrna_2128	B9J08_005508
lcl|PEKT02000010.1_mrna_2129	B9J08_005509
lcl|PEKT02000010.1_mrna_2130	B9J08_005510
lcl|PEKT02000010.1_mrna_2131	B9J08_005511
lcl|PEKT02000010.1_mrna_2132	B9J08_005512
lcl|PEKT02000010.1_mrna_2133	B9J08_005513
lcl|PEKT02000010.1_mrna_2134	B9J08_005514
lcl|PEKT02000010.1_mrna_2135	B9J08_005515
lcl|PEKT02000010.1_mrna_2136	B9J08_005516
lcl|PEKT02000010.1_mrna_2137	B9J08_005517
lcl|PEKT02000010.1_mrna_2138	B9J08_005518
lcl|PEKT02000010.1_mrna_2139	B9J08_005519
lcl|PEKT02000010.1_mrna_2140	B9J08_005520
lcl|PEKT02000010.1_mrna_2141	B9J08_005521
lcl|PEKT02000010.1_mrna_2142	B9J08_005522
lcl|PEKT02000010.1_mrna_2143	B9J08_005523
lcl|PEKT02000010.1_mrna_2144	B9J08_005524
lcl|PEKT02000010.1_mrna_2145	B9J08_005525
lcl|PEKT02000010.1_mrna_2146	B9J08_005526
lcl|PEKT02000010.1_mrna_2147	B9J08_005527
lcl|PEKT02000010.1_mrna_2148	B9J08_005528
lcl|PEKT02000010.1_mrna_2149	B9J08_005529
lcl|PEKT02000010.1_mrna_2150	B9J08_005530
lcl|PEKT02000010.1_mrna_2151	B9J08_005531
lcl|PEKT02000010.1_trna_2152	B9J08_005532
lcl|PEKT02000010.1_trna_2153	B9J08_005533
lcl|PEKT02000010.1_mrna_2154	B9J08_005534
lcl|PEKT02000002.1_mrna_2155	B9J08_000505
lcl|PEKT02000002.1_mrna_2156	B9J08_000506
lcl|PEKT02000002.1_mrna_2157	B9J08_000507
lcl|PEKT02000002.1_mrna_2158	B9J08_000508
lcl|PEKT02000002.1_mrna_2159	B9J08_000509
lcl|PEKT02000002.1_mrna_2160	B9J08_000510
lcl|PEKT02000002.1_mrna_2161	B9J08_000511
lcl|PEKT02000002.1_mrna_2162	B9J08_000512
lcl|PEKT02000002.1_mrna_2163	B9J08_000513
lcl|PEKT02000002.1_mrna_2164	B9J08_000514
lcl|PEKT02000002.1_mrna_2165	B9J08_000515
lcl|PEKT02000002.1_mrna_2166	B9J08_000516
lcl|PEKT02000002.1_mrna_2167	B9J08_000517
lcl|PEKT02000002.1_mrna_2168	B9J08_000518
lcl|PEKT02000002.1_mrna_2169	B9J08_000519
lcl|PEKT02000002.1_mrna_2170	B9J08_000520
lcl|PEKT02000002.1_mrna_2171	B9J08_000521
lcl|PEKT02000002.1_mrna_2172	B9J08_000522
lcl|PEKT02000002.1_mrna_2173	B9J08_000523
lcl|PEKT02000002.1_mrna_2174	B9J08_000524
lcl|PEKT02000002.1_mrna_2175	B9J08_000525
lcl|PEKT02000002.1_mrna_2176	B9J08_000526
lcl|PEKT02000002.1_mrna_2177	B9J08_000527
lcl|PEKT02000002.1_mrna_2178	B9J08_000528
lcl|PEKT02000002.1_mrna_2179	B9J08_000529
lcl|PEKT02000002.1_mrna_2180	B9J08_000530
lcl|PEKT02000002.1_mrna_2181	B9J08_000531
lcl|PEKT02000002.1_mrna_2182	B9J08_000532
lcl|PEKT02000002.1_mrna_2183	B9J08_000533
lcl|PEKT02000002.1_mrna_2184	B9J08_000534
lcl|PEKT02000002.1_mrna_2185	B9J08_000535
lcl|PEKT02000002.1_mrna_2186	B9J08_000536
lcl|PEKT02000002.1_mrna_2187	B9J08_000537
lcl|PEKT02000002.1_mrna_2188	B9J08_000538
lcl|PEKT02000002.1_mrna_2189	B9J08_000539
lcl|PEKT02000002.1_mrna_2190	B9J08_000540
lcl|PEKT02000002.1_mrna_2191	B9J08_000541
lcl|PEKT02000002.1_mrna_2192	B9J08_000542
lcl|PEKT02000002.1_mrna_2193	B9J08_000543
lcl|PEKT02000002.1_mrna_2194	B9J08_000544
lcl|PEKT02000002.1_mrna_2195	B9J08_000545
lcl|PEKT02000002.1_mrna_2196	B9J08_000546
lcl|PEKT02000002.1_mrna_2197	B9J08_000547
lcl|PEKT02000002.1_mrna_2198	B9J08_000548
lcl|PEKT02000002.1_mrna_2199	B9J08_000549
lcl|PEKT02000002.1_mrna_2200	B9J08_000550
lcl|PEKT02000002.1_mrna_2201	B9J08_000551
lcl|PEKT02000002.1_mrna_2202	B9J08_000552
lcl|PEKT02000002.1_mrna_2203	B9J08_000553
lcl|PEKT02000002.1_mrna_2204	B9J08_000554
lcl|PEKT02000002.1_mrna_2205	B9J08_000555
lcl|PEKT02000002.1_mrna_2206	B9J08_000556
lcl|PEKT02000002.1_mrna_2207	B9J08_000557
lcl|PEKT02000002.1_mrna_2208	B9J08_000558
lcl|PEKT02000002.1_mrna_2209	B9J08_000559
lcl|PEKT02000002.1_mrna_2210	B9J08_000560
lcl|PEKT02000002.1_mrna_2211	B9J08_000561
lcl|PEKT02000002.1_mrna_2212	B9J08_000562
lcl|PEKT02000002.1_mrna_2213	B9J08_000563
lcl|PEKT02000002.1_trna_2214	B9J08_000564
lcl|PEKT02000002.1_mrna_2215	B9J08_000565
lcl|PEKT02000002.1_mrna_2216	B9J08_000566
lcl|PEKT02000002.1_mrna_2217	B9J08_000567
lcl|PEKT02000002.1_mrna_2218	B9J08_000568
lcl|PEKT02000002.1_mrna_2219	B9J08_000569
lcl|PEKT02000002.1_mrna_2220	B9J08_000570
lcl|PEKT02000002.1_mrna_2221	B9J08_000571
lcl|PEKT02000002.1_mrna_2222	B9J08_000572
lcl|PEKT02000002.1_mrna_2223	B9J08_000573
lcl|PEKT02000002.1_mrna_2224	B9J08_000574
lcl|PEKT02000002.1_mrna_2225	B9J08_000575
lcl|PEKT02000002.1_mrna_2226	B9J08_000576
lcl|PEKT02000002.1_mrna_2227	B9J08_000577
lcl|PEKT02000002.1_mrna_2228	B9J08_000578
lcl|PEKT02000002.1_mrna_2229	B9J08_000579
lcl|PEKT02000002.1_mrna_2230	B9J08_000580
lcl|PEKT02000002.1_mrna_2231	B9J08_000581
lcl|PEKT02000002.1_mrna_2232	B9J08_000582
lcl|PEKT02000002.1_mrna_2233	B9J08_000583
lcl|PEKT02000002.1_mrna_2234	B9J08_000584
lcl|PEKT02000002.1_trna_2235	B9J08_000585
lcl|PEKT02000002.1_mrna_2236	B9J08_000586
lcl|PEKT02000002.1_mrna_2237	B9J08_000587
lcl|PEKT02000002.1_mrna_2238	B9J08_000588
lcl|PEKT02000002.1_mrna_2239	B9J08_000589
lcl|PEKT02000002.1_mrna_2240	B9J08_000590
lcl|PEKT02000002.1_mrna_2241	B9J08_000591
lcl|PEKT02000002.1_mrna_2242	B9J08_000592
lcl|PEKT02000002.1_mrna_2243	B9J08_000593
lcl|PEKT02000002.1_mrna_2244	B9J08_000594
lcl|PEKT02000002.1_mrna_2245	B9J08_000595
lcl|PEKT02000002.1_mrna_2246	B9J08_000596
lcl|PEKT02000002.1_mrna_2247	B9J08_000597
lcl|PEKT02000002.1_mrna_2248	B9J08_000598
lcl|PEKT02000002.1_mrna_2249	B9J08_000599
lcl|PEKT02000002.1_mrna_2250	B9J08_000600
lcl|PEKT02000002.1_mrna_2251	B9J08_000601
lcl|PEKT02000002.1_mrna_2252	B9J08_000602
lcl|PEKT02000002.1_mrna_2253	B9J08_000603
lcl|PEKT02000002.1_mrna_2254	B9J08_000604
lcl|PEKT02000002.1_mrna_2255	B9J08_000605
lcl|PEKT02000002.1_mrna_2256	B9J08_000606
lcl|PEKT02000002.1_mrna_2257	B9J08_000607
lcl|PEKT02000002.1_mrna_2258	B9J08_000608
lcl|PEKT02000002.1_mrna_2259	B9J08_000609
lcl|PEKT02000002.1_mrna_2260	B9J08_000610
lcl|PEKT02000002.1_mrna_2261	B9J08_000611
lcl|PEKT02000002.1_mrna_2262	B9J08_000612
lcl|PEKT02000002.1_mrna_2263	B9J08_000613
lcl|PEKT02000002.1_mrna_2264	B9J08_000614
lcl|PEKT02000002.1_mrna_2265	B9J08_000615
lcl|PEKT02000002.1_mrna_2266	B9J08_000616
lcl|PEKT02000002.1_mrna_2267	B9J08_000617
lcl|PEKT02000002.1_mrna_2268	B9J08_000618
lcl|PEKT02000002.1_mrna_2269	B9J08_000619
lcl|PEKT02000002.1_mrna_2270	B9J08_000620
lcl|PEKT02000002.1_mrna_2271	B9J08_000621
lcl|PEKT02000002.1_mrna_2272	B9J08_000622
lcl|PEKT02000002.1_mrna_2273	B9J08_000623
lcl|PEKT02000002.1_mrna_2274	B9J08_000624
lcl|PEKT02000002.1_mrna_2275	B9J08_000625
lcl|PEKT02000002.1_mrna_2276	B9J08_000626
lcl|PEKT02000002.1_mrna_2277	B9J08_000627
lcl|PEKT02000002.1_mrna_2278	B9J08_000628
lcl|PEKT02000002.1_mrna_2279	B9J08_000629
lcl|PEKT02000002.1_mrna_2280	B9J08_000630
lcl|PEKT02000002.1_mrna_2281	B9J08_000631
lcl|PEKT02000002.1_mrna_2282	B9J08_000632
lcl|PEKT02000002.1_mrna_2283	B9J08_000633
lcl|PEKT02000002.1_mrna_2284	B9J08_000634
lcl|PEKT02000002.1_mrna_2285	B9J08_000635
lcl|PEKT02000002.1_mrna_2286	B9J08_000636
lcl|PEKT02000002.1_mrna_2287	B9J08_000637
lcl|PEKT02000002.1_mrna_2288	B9J08_000638
lcl|PEKT02000002.1_mrna_2289	B9J08_000639
lcl|PEKT02000002.1_mrna_2290	B9J08_000640
lcl|PEKT02000002.1_trna_2291	B9J08_000641
lcl|PEKT02000002.1_mrna_2292	B9J08_000642
lcl|PEKT02000002.1_mrna_2293	B9J08_000643
lcl|PEKT02000002.1_mrna_2294	B9J08_000644
lcl|PEKT02000002.1_mrna_2295	B9J08_000645
lcl|PEKT02000002.1_mrna_2296	B9J08_000646
lcl|PEKT02000002.1_mrna_2297	B9J08_000647
lcl|PEKT02000002.1_mrna_2298	B9J08_000648
lcl|PEKT02000002.1_mrna_2299	B9J08_000649
lcl|PEKT02000002.1_mrna_2300	B9J08_000650
lcl|PEKT02000002.1_mrna_2301	B9J08_000651
lcl|PEKT02000002.1_mrna_2302	B9J08_000652
lcl|PEKT02000002.1_mrna_2303	B9J08_000653
lcl|PEKT02000002.1_mrna_2304	B9J08_000654
lcl|PEKT02000002.1_trna_2305	B9J08_000655
lcl|PEKT02000002.1_mrna_2306	B9J08_000656
lcl|PEKT02000002.1_mrna_2307	B9J08_000657
lcl|PEKT02000002.1_mrna_2308	B9J08_000658
